Anchor_ID,Similarity_of_a,Similarity_of_b,Closer,True_Closer,Correctness_Score
53,0.7842300335566202,0.8568299214045206,b,b,0.07259988784790039
54,0.8334723711013794,0.6191158493359884,a,a,0.214356521765391
55,0.6660131613413492,0.9362629652023315,b,b,0.2702498038609823
56,0.5689062476158142,0.732569416364034,b,b,0.16366316874821984
57,0.7433808644612631,0.6536839803059896,a,a,0.08969688415527344
58,0.7871439059575399,0.5657633145650228,a,a,0.2213805913925171
59,0.8048443794250488,0.6717029015223185,a,a,0.13314147790273034
60,0.6911239226659139,0.7335637807846069,b,b,0.042439858118693
61,0.8358105818430582,0.608667274316152,a,a,0.22714330752690626
62,0.7586408058802286,0.5852014025052389,a,a,0.17343940337498975
63,0.47040069103240967,0.7243562936782837,b,b,0.253955602645874
64,0.7199538151423136,0.5946292877197266,a,a,0.12532452742258704
65,0.5701884428660074,0.6148632168769836,b,b,0.04467477401097619
66,0.6864194472630819,0.5075594981511434,a,a,0.17885994911193848
67,0.6992672681808472,0.6988272666931152,a,b,0.0004400014877319336
68,0.8453725576400757,0.5140872796376547,a,a,0.331285278002421
69,0.6000502705574036,0.8436375459035238,b,b,0.24358727534612024
70,0.605634888013204,0.7969305912653605,b,b,0.1912957032521565
71,0.5748789310455322,0.5012651483217875,a,a,0.07361378272374475
72,0.8895236651102701,0.814893364906311,a,a,0.07463030020395911
73,0.7912102937698364,0.6707966725031534,a,a,0.12041362126668298
74,0.7026761770248413,0.5527211825052897,a,a,0.14995499451955163
75,0.7694805065790812,0.6503649552663168,a,a,0.11911555131276441
76,0.6001919110616049,0.7279815276463827,b,b,0.12778961658477783
77,0.5701234141985575,0.7965887387593588,b,b,0.22646532456080126
78,0.514204740524292,0.8302809000015259,b,b,0.3160761594772339
79,0.7508545319239298,0.5298888285954794,a,a,0.22096570332845045
80,0.6574641863505045,0.7059928973515829,b,b,0.04852871100107836
81,0.6550530592600504,0.4481116831302643,a,a,0.20694137612978614
82,0.6507014830907186,0.6918781201044718,b,b,0.04117663701375318
83,0.600187877813975,0.6880934635798136,b,b,0.08790558576583862
84,0.8043551842371622,0.5743891596794128,a,a,0.2299660245577494
85,0.5640794436136881,0.8084777593612671,b,b,0.24439831574757898
86,0.7311718861262003,0.5961368083953857,a,a,0.13503507773081458
87,0.8637244701385498,0.5847629507382711,a,a,0.2789615194002787
88,0.8132737874984741,0.7203422784805298,a,a,0.09293150901794434
89,0.8367547194163004,0.5601267417271932,a,a,0.2766279776891072
90,0.6652509768803915,0.588459293047587,a,a,0.07679168383280444
91,0.6849092245101929,0.7155654827753702,b,a,0.030656258265177372
92,0.6514514287312826,0.5405129194259644,a,a,0.11093850930531823
93,0.7749112844467163,0.5090020497639974,a,a,0.2659092346827189
94,0.7356542348861694,0.5187327265739441,a,a,0.21692150831222534
95,0.5313828786214193,0.6557150483131409,b,b,0.12433216969172156
96,0.6751023530960083,0.8936375379562378,b,b,0.2185351848602295
97,0.755396564801534,0.5049872001012167,a,a,0.2504093647003174
98,0.6384557882944742,0.6714908281962076,b,b,0.0330350399017334
99,0.7468993663787842,0.5926234523455302,a,a,0.15427591403325402
100,0.5140107870101929,0.7220298846562704,b,b,0.2080190976460775
101,0.6239376465479533,0.8897852102915446,b,b,0.2658475637435913
102,0.778965433438619,0.6047315200169882,a,a,0.17423391342163086
103,0.8080042203267416,0.5889924367268881,a,a,0.21901178359985352
104,0.5558148821194967,0.7226583957672119,b,b,0.1668435136477152
105,0.6398205359776815,0.5935946702957153,a,a,0.04622586568196618
106,0.5566852490107218,0.7835622231165568,b,b,0.22687697410583496
107,0.5764463345209757,0.8349153995513916,b,b,0.2584690650304159
108,0.7992693980534872,0.630453089872996,a,a,0.1688163081804912
109,0.5829521417617798,0.8430070082346598,b,b,0.26005486647288
110,0.6833995580673218,0.5325199166933695,a,a,0.15087964137395227
111,0.761543869972229,0.6302294929822286,a,a,0.13131437699000037
112,0.7217535972595215,0.5626916885375977,a,a,0.15906190872192383
113,0.5846826831499735,0.6475766102472941,b,b,0.06289392709732056
114,0.5232861638069153,0.812502940495809,b,b,0.2892167766888937
115,0.669936736424764,0.7774043480555216,b,b,0.10746761163075758
116,0.8316892385482788,0.6042586962381998,a,a,0.22743054231007898
117,0.6808681885401408,0.756523609161377,b,b,0.0756554206212362
118,0.7394710381825765,0.6315879027048746,a,a,0.1078831354777019
119,0.7544167041778564,0.6055229902267456,a,a,0.14889371395111084
120,0.7221086422602335,0.898887832959493,b,b,0.17677919069925951
121,0.8579677740732828,0.5902338027954102,a,a,0.2677339712778727
122,0.6746927499771118,0.513427754243215,a,a,0.16126499573389685
123,0.5232385396957397,0.7866280476252238,b,b,0.263389507929484
124,0.7344549496968588,0.8623706499735514,b,b,0.12791570027669263
125,0.8104033470153809,0.6413484414418539,a,a,0.16905490557352698
126,0.6979032357533773,0.8088122606277466,b,b,0.11090902487436927
127,0.8503365914026896,0.6256815989812216,a,a,0.22465499242146802
128,0.616391678651174,0.4834453761577606,a,a,0.13294630249341333
129,0.4813636839389801,0.6296018163363138,b,b,0.14823813239733374
130,0.596686323483785,0.4852219820022583,a,a,0.11146434148152673
131,0.611175000667572,0.5403449138005575,a,a,0.07083008686701453
132,0.47034867604573566,0.5774463613828024,b,b,0.1070976853370667
133,0.7657089233398438,0.5667710304260254,a,a,0.19893789291381836
134,0.647314170996348,0.7708659172058105,b,b,0.12355174620946252
135,0.8009924093882242,0.6043685873349508,a,a,0.19662382205327344
136,0.7158987919489542,0.5559523304303488,a,a,0.15994646151860548
137,0.6012374957402548,0.6427850723266602,b,b,0.0415475765864054
138,0.7959522406260172,0.5715875426928202,a,a,0.22436469793319702
139,0.7973844607671102,0.6816415786743164,a,a,0.11574288209279382
140,0.7869447867075602,0.5902751485506693,a,a,0.19666963815689087
141,0.6382689277331034,0.7923280398050944,b,b,0.15405911207199097
142,0.6238696972529093,0.5120012362798055,a,a,0.11186846097310377
143,0.4161047637462616,0.6401759584744772,b,b,0.22407119472821557
144,0.4881810148557027,0.6878874699274699,b,b,0.19970645507176715
145,0.7066271305084229,0.5748848915100098,a,a,0.13174223899841309
146,0.7675585746765137,0.5616428057352701,a,a,0.20591576894124353
147,0.6356302301088969,0.8085630734761556,b,b,0.17293284336725878
148,0.6788236300150553,0.5958659052848816,a,a,0.08295772473017371
149,0.7516051133473715,0.6212433775266012,a,a,0.13036173582077026
150,0.5887781182924906,0.8017682234446207,b,b,0.21299010515213013
151,0.6147422989209493,0.7720416386922201,b,b,0.15729933977127075
152,0.8072816928227743,0.6537455320358276,a,a,0.15353616078694665
153,0.7972407341003418,0.7174270153045654,a,a,0.07981371879577637
154,0.6545170148213705,0.7084697882334391,b,b,0.05395277341206861
155,0.755689263343811,0.5582464536031088,a,a,0.19744280974070227
156,0.6794466574986776,0.8824573755264282,b,b,0.20301071802775061
157,0.5891103347142538,0.6545946995417277,b,b,0.06548436482747388
158,0.7997774680455526,0.6277082761128744,a,a,0.17206919193267822
159,0.6227700114250183,0.8206623792648315,b,b,0.19789236783981323
160,0.7916571696599325,0.4886209964752197,a,a,0.30303617318471276
161,0.7102219263712565,0.7188937664031982,b,b,0.008671840031941769
162,0.7221659024556478,0.8855834801991781,b,b,0.16341757774353027
163,0.631694515546163,0.5747874776522318,a,b,0.056907037893931145
164,0.5228267113367716,0.7427914539972941,b,b,0.21996474266052246
165,0.5642399787902832,0.8018181324005127,b,b,0.2375781536102295
166,0.5381306409835815,0.5864623785018921,b,b,0.04833173751831055
167,0.7101791302363077,0.6490930318832397,a,a,0.061086098353068
168,0.6742299397786459,0.6991389592488607,b,b,0.024909019470214844
169,0.6988353729248047,0.6076831420262655,a,a,0.09115223089853919
170,0.5050800840059916,0.658296525478363,b,b,0.15321644147237146
171,0.7378823757171631,0.6532326141993204,a,a,0.08464976151784265
172,0.7544325987497965,0.9196990331013998,b,b,0.16526643435160326
173,0.6714039246241251,0.7679295937220255,b,b,0.09652566909790039
174,0.5805312593777975,0.7215119997660319,b,b,0.14098074038823438
175,0.566679318745931,0.5657881498336792,a,b,0.0008911689122518274
176,0.5550902485847473,0.7087159156799316,b,b,0.15362566709518433
177,0.5381145477294922,0.6387360692024231,b,b,0.10062152147293091
178,0.7132429281870524,0.5434401830037435,a,a,0.16980274518330885
179,0.6911273797353109,0.5567801396052042,a,a,0.13434724013010668
180,0.5802489717801412,0.7668821811676025,b,b,0.1866332093874613
181,0.766152540842692,0.5677883426348368,a,a,0.19836419820785522
182,0.6423813104629517,0.48629866043726605,a,a,0.1560826500256856
183,0.5652499596277872,0.6921611229578654,b,b,0.12691116333007812
184,0.5963571468989054,0.6562633117039999,b,b,0.059906164805094475
185,0.5541121562321981,0.6631826361020406,b,b,0.10907047986984253
186,0.8076001008351644,0.7057418823242188,a,a,0.10185821851094568
187,0.536763330300649,0.7663780450820923,b,b,0.22961471478144324
188,0.5274696350097656,0.8771851857503256,b,b,0.34971555074055993
189,0.5529800454775492,0.7642482121785482,b,b,0.21126816670099902
190,0.626465916633606,0.7197004954020182,b,b,0.09323457876841224
191,0.5915943384170532,0.6764995654424032,b,b,0.08490522702534997
192,0.6531751950581869,0.7660291194915771,b,b,0.11285392443339026
193,0.5815165241559347,0.6892820199330648,b,b,0.10776549577713013
194,0.7842326958974203,0.5726841688156128,a,a,0.2115485270818075
195,0.5990345676740011,0.8097822666168213,b,b,0.2107476989428202
196,0.6408899227778116,0.8210803667704264,b,b,0.18019044399261475
197,0.7345992724100748,0.5562469760576884,a,a,0.17835229635238647
198,0.7897014220555624,0.6487382253011068,a,a,0.14096319675445557
199,0.7643090486526489,0.5993611017862955,a,a,0.1649479468663534
200,0.8619496822357178,0.6312319238980612,a,a,0.23071775833765662
201,0.625881552696228,0.4491596619288127,a,a,0.17672189076741535
202,0.5601103703180949,0.6135729749997457,b,b,0.05346260468165087
203,0.4949032763640086,0.6860344409942627,b,b,0.1911311646302541
204,0.617439349492391,0.8118666013081869,b,b,0.1944272518157959
205,0.6537301540374756,0.8873603741327921,b,b,0.23363022009531653
206,0.6251821915308634,0.525755763053894,a,a,0.09942642847696936
207,0.534633994102478,0.7100364367167155,b,b,0.17540244261423743
208,0.580466628074646,0.5608687003453573,a,a,0.0195979277292887
209,0.611534595489502,0.6868681907653809,b,b,0.0753335952758789
210,0.5065398017565409,0.6313428481419882,b,b,0.12480304638544726
211,0.7776170571645101,0.6404947638511658,a,a,0.13712229331334436
212,0.5347338120142618,0.8284304141998291,b,b,0.29369660218556726
213,0.6023216644922892,0.766656239827474,b,b,0.1643345753351848
214,0.5234706997871399,0.7731902599334717,b,b,0.2497195601463318
215,0.6109388669331869,0.7282840013504028,b,b,0.11734513441721595
216,0.8688511848449707,0.6237077713012695,a,a,0.24514341354370117
217,0.5093075831731161,0.5674754778544108,b,a,0.058167894681294685
218,0.5754086772600809,0.5725598335266113,a,a,0.002848843733469608
219,0.7076290448506674,0.7568728923797607,b,b,0.04924384752909339
220,0.7473123868306478,0.5482616424560547,a,a,0.19905074437459314
221,0.6517494916915894,0.7502608299255371,b,b,0.09851133823394775
222,0.8013829390207926,0.7422861655553182,a,b,0.05909677346547437
223,0.8049788872400919,0.9234337011973063,b,b,0.11845481395721436
224,0.8074181874593099,0.6098464528719584,a,a,0.19757173458735156
225,0.5902628898620605,0.7220339377721151,b,b,0.13177104791005456
226,0.6961988608042399,0.6175005833307902,a,a,0.07869827747344971
227,0.5584275722503662,0.7139705022176107,b,b,0.1555429299672445
228,0.7488747835159302,0.6397226452827454,a,a,0.10915213823318481
229,0.6529425382614136,0.5259074767430624,a,a,0.1270350615183512
230,0.48443196217219037,0.6622631947199503,b,b,0.17783123254775995
231,0.5759759346644083,0.7653280099232992,b,b,0.18935207525889086
232,0.5788650314013163,0.7136461734771729,b,b,0.13478114207585656
233,0.5764722029368082,0.6744405031204224,b,b,0.09796830018361413
234,0.4846505920092265,0.5722165505091349,b,b,0.08756595849990839
235,0.6921711365381876,0.7928791046142578,b,b,0.10070796807607019
236,0.8474850654602051,0.6075826088587443,a,a,0.2399024566014608
237,0.5957358479499817,0.9060258467992147,b,b,0.31028999884923303
238,0.5005669991175333,0.6824932893117269,b,b,0.1819262901941936
239,0.7587270339330038,0.5940344134966532,a,a,0.16469262043635058
240,0.7087602217992147,0.5986446142196655,a,a,0.11011560757954919
241,0.6682313283284506,0.5395850737889608,a,a,0.12864625453948975
242,0.7729384104410807,0.5291832685470581,a,a,0.2437551418940226
243,0.5372298161188761,0.8090767860412598,b,b,0.27184696992238366
244,0.5927027861277262,0.8289313713709513,b,b,0.2362285852432251
245,0.5528488357861837,0.6916598876317342,b,b,0.13881105184555054
246,0.6495492657025655,0.7136683464050293,b,b,0.06411908070246375
247,0.5528319676717123,0.6953515211741129,b,b,0.14251955350240064
248,0.8402787844340006,0.562554399172465,a,a,0.27772438526153564
249,0.8160959084828695,0.6513676246007284,a,a,0.1647282838821411
250,0.8154360850652059,0.6610449552536011,a,a,0.15439112981160485
251,0.4677692453066508,0.5927591323852539,b,b,0.12498988707860309
252,0.7065205176671346,0.44509915510813397,a,a,0.26142136255900067
253,0.7358759244283041,0.49539990226427716,a,a,0.24047602216402691
254,0.5853827198346456,0.6844076712926229,b,b,0.0990249514579773
255,0.6330080628395081,0.6838728586832682,b,b,0.050864795843760136
256,0.6562718550364176,0.5065809885660807,a,a,0.14969086647033691
257,0.6309964259465536,0.5730395317077637,a,a,0.05795689423878991
258,0.8040110270182291,0.683296004931132,a,a,0.12071502208709717
259,0.6950124899546305,0.8724782466888428,b,b,0.17746575673421228
260,0.7622694969177246,0.7174661159515381,a,b,0.04480338096618652
261,0.5852149327596029,0.6258901755015055,b,b,0.040675242741902595
262,0.7343021233876547,0.5967408816019694,a,a,0.1375612417856853
263,0.6465075810750326,0.8171067635218302,b,b,0.17059918244679761
264,0.6512707670529684,0.6450791358947754,a,b,0.0061916311581929895
265,0.6423831780751547,0.7513024012247721,b,b,0.10891922314961744
266,0.7836041450500488,0.6079390048980713,a,a,0.17566514015197754
267,0.6916625102361044,0.5955546299616495,a,a,0.09610788027445483
268,0.8148900270462036,0.5225095947583517,a,a,0.29238043228785193
269,0.5749192237854004,0.7028566201527914,b,b,0.127937396367391
270,0.7131646474202474,0.6025087634722391,a,a,0.1106558839480083
271,0.6584024826685587,0.7635382413864136,b,b,0.10513575871785485
272,0.7494646310806274,0.5943807363510132,a,a,0.15508389472961426
273,0.7013214429219564,0.46714794635772705,a,a,0.23417349656422937
274,0.5048208236694336,0.8024343649546305,b,b,0.2976135412851969
275,0.6556804577509562,0.6027068495750427,a,a,0.052973608175913456
276,0.6177214781443278,0.7272842725118002,b,b,0.1095627943674724
277,0.5383370717366537,0.7044363419214884,b,b,0.16609927018483472
278,0.7118273178736368,0.8383100827534994,b,b,0.12648276487986254
279,0.6080454587936401,0.6481417218844095,b,b,0.04009626309076941
280,0.6844777266184489,0.7618043025334676,b,b,0.07732657591501879
281,0.8510504961013794,0.5763153235117594,a,a,0.27473517258962
282,0.6237728993097941,0.7048166592915853,b,b,0.08104375998179125
283,0.7641055186589559,0.6539856394131979,a,a,0.11011987924575806
284,0.7370880444844564,0.5052948594093323,a,a,0.23179318507512414
285,0.7701749006907145,0.6375665664672852,a,a,0.13260833422342932
286,0.6702330112457275,0.5013685623804728,a,a,0.16886444886525476
287,0.8062358299891154,0.6098544200261434,a,a,0.19638140996297193
288,0.6882375478744507,0.9008102416992188,b,b,0.21257269382476807
289,0.5662434101104736,0.7266140778859457,b,b,0.16037066777547204
290,0.7032953500747681,0.6399528582890829,a,a,0.06334249178568518
291,0.7683649063110352,0.6579917669296265,a,a,0.11037313938140869
292,0.7747236092885336,0.9280931949615479,b,b,0.15336958567301429
293,0.9000652631123861,0.5941615502039591,a,a,0.305903712908427
294,0.6838134129842123,0.8132794698079427,b,b,0.12946605682373047
295,0.7120190461476644,0.7521503766377767,b,a,0.040131330490112305
296,0.5157370964686075,0.5945011178652445,b,b,0.07876402139663696
297,0.7105600039164225,0.6469319462776184,a,a,0.06362805763880408
298,0.8607086340586344,0.6626512805620829,a,a,0.1980573534965515
299,0.662382165590922,0.5393321514129639,a,a,0.12305001417795813
300,0.5351614554723104,0.7430107593536377,b,b,0.20784930388132727
301,0.7087037563323975,0.6288979252179464,a,a,0.07980583111445105
302,0.9388549327850342,0.6731078624725342,a,a,0.2657470703125
303,0.7793376843134562,0.5746729373931885,a,a,0.2046647469202677
304,0.6332465807596842,0.5444672703742981,a,b,0.08877931038538611
305,0.609387993812561,0.8355617920557658,b,b,0.22617379824320472
306,0.6299091974894205,0.791120688120524,b,b,0.16121149063110352
307,0.5502305825551351,0.729711095492045,b,b,0.17948051293690992
308,0.6725792090098063,0.5376840829849243,a,a,0.13489512602488196
309,0.5715387860933939,0.48001466194788617,a,a,0.09152412414550776
310,0.8625462055206299,0.6272463997205099,a,a,0.23529980580012
311,0.7794820070266724,0.6165242195129395,a,a,0.1629577875137329
312,0.6443974574406942,0.8393309911092123,b,b,0.19493353366851807
313,0.5052535136540731,0.6869470278422037,b,b,0.18169351418813062
314,0.6892538468043009,0.741451621055603,b,b,0.05219777425130212
315,0.8569429318110148,0.6618859767913818,a,a,0.19505695501963294
316,0.8225248654683431,0.5309855143229166,a,a,0.2915393511454265
317,0.6769576867421468,0.6924193302790324,b,b,0.015461643536885505
318,0.8692278861999512,0.6371477643648783,a,a,0.23208012183507287
319,0.4709632992744446,0.7254029909769694,b,b,0.2544396917025248
320,0.64535520474116,0.7496954997380575,b,b,0.10434029499689745
321,0.7215278148651123,0.7802777290344238,b,b,0.05874991416931152
322,0.688018282254537,0.7807075579961141,b,b,0.09268927574157715
323,0.5441826979319254,0.8041969935099283,b,b,0.26001429557800293
324,0.49843018253644306,0.6061094800631205,b,b,0.10767929752667743
325,0.45037869612375897,0.6193018356959025,b,b,0.1689231395721435
326,0.6492185195287069,0.5639487306276957,a,a,0.08526978890101122
327,0.7357796430587769,0.6021164059638977,a,a,0.13366323709487915
328,0.6357905467351278,0.8362663586934408,b,b,0.200475811958313
329,0.7649643023808798,0.8119062980016073,b,b,0.04694199562072754
330,0.7223635117212931,0.6631909012794495,a,a,0.05917261044184363
331,0.8436494668324789,0.6464824080467224,a,a,0.19716705878575647
332,0.7246018250783285,0.47732211152712506,a,a,0.24727971355120343
333,0.59526526927948,0.7447846730550131,b,b,0.14951940377553308
334,0.5308932264645895,0.7888579368591309,b,b,0.2579647103945414
335,0.7287545998891195,0.8337175051371256,b,b,0.10496290524800611
336,0.6973359982172648,0.6020188927650452,a,a,0.09531710545221961
337,0.5596273342768351,0.76328178246816,b,b,0.20365444819132494
338,0.7303010622660319,0.5407058795293173,a,a,0.1895951827367146
339,0.8744140863418579,0.6006131370862325,a,a,0.27380094925562537
340,0.5889559984207153,0.802690347035726,b,b,0.21373434861501062
341,0.8585139910380045,0.6533283789952596,a,a,0.20518561204274488
342,0.8093967437744141,0.5960365931193033,a,a,0.21336015065511071
343,0.690751870473226,0.7063798904418945,b,a,0.015628019968668583
344,0.7037146886189779,0.6167050997416178,a,a,0.0870095888773601
345,0.6409446398417155,0.7410701115926107,b,b,0.10012547175089526
346,0.6265150308609009,0.7430002291997274,b,b,0.11648519833882653
347,0.7456387678782145,0.6149378617604574,a,a,0.1307009061177571
348,0.46547337373097736,0.6557183464368185,b,b,0.19024497270584112
349,0.5170231262842814,0.7450870672861735,b,b,0.2280639410018921
350,0.8234816392262777,0.48802846670150757,a,a,0.33545317252477014
351,0.6991941928863525,0.8197196324666342,b,b,0.12052543958028161
352,0.7215840021769205,0.8065701325734457,b,b,0.08498613039652514
353,0.5045640269915262,0.7354145050048828,b,b,0.23085047801335656
354,0.5769971609115601,0.7239852348963419,b,b,0.14698807398478186
355,0.743286927541097,0.5029110511144003,a,a,0.24037587642669678
356,0.7561046282450358,0.6267477671305338,a,a,0.12935686111450195
357,0.6227616866429647,0.7982753117879232,b,b,0.1755136251449585
358,0.7595122655232748,0.5019216537475586,a,a,0.2575906117757162
359,0.49507683515548706,0.6478627324104309,b,b,0.15278589725494385
360,0.633876363436381,0.7050997018814087,b,b,0.0712233384450277
361,0.6933265527089437,0.6038299600283304,a,a,0.08949659268061327
362,0.6982028484344482,0.5729071299235026,a,a,0.12529571851094568
363,0.853489875793457,0.6629404425621033,a,a,0.19054943323135376
364,0.5497738718986511,0.7812415758768717,b,b,0.23146770397822058
365,0.7106393178304037,0.7661086718241373,b,b,0.05546935399373365
366,0.5838328202565511,0.7272385358810425,b,b,0.14340571562449134
367,0.49637293815612793,0.6838541030883789,b,b,0.18748116493225098
368,0.5485336581865946,0.7387106021245321,b,b,0.1901769439379375
369,0.6780979633331299,0.8672972122828165,b,b,0.18919924894968665
370,0.6024848620096842,0.6252236366271973,b,b,0.022738774617513058
371,0.4997458557287852,0.7192954619725546,b,b,0.21954960624376935
372,0.5646637678146362,0.6405133605003357,b,b,0.07584959268569946
373,0.6108893553415934,0.8105184237162272,b,b,0.1996290683746338
374,0.6374278863271078,0.6564191182454427,b,a,0.01899123191833496
375,0.5889428456624349,0.5340598225593567,a,a,0.05488302310307824
376,0.6284954945246378,0.6854739189147949,b,b,0.0569784243901571
377,0.7053806781768799,0.777662992477417,b,b,0.07228231430053711
378,0.6871651808420817,0.5490299661954244,a,a,0.13813521464665723
379,0.7485456466674805,0.6183300813039144,a,a,0.13021556536356604
380,0.8248554468154907,0.5497689247131348,a,a,0.27508652210235596
381,0.4901511569817861,0.6892758210500082,b,b,0.1991246640682221
382,0.6049317121505737,0.5338728030522665,a,a,0.07105890909830725
383,0.6677452723185221,0.7658678690592448,b,b,0.09812259674072266
384,0.7931776841481527,0.298830592383941,a,a,0.4943470917642117
385,0.7106974919637045,0.5685634215672811,a,a,0.14213407039642334
386,0.8021426200866699,0.6009068091710409,a,a,0.20123581091562903
387,0.5455776850382487,0.7206121683120728,b,b,0.1750344832738241
388,0.6084766785303751,0.8229665756225586,b,b,0.21448989709218347
389,0.6536303758621216,0.7837048371632894,b,b,0.13007446130116784
390,0.6234412988026937,0.5704197883605957,a,a,0.05302151044209802
391,0.6079463958740234,0.7812916040420532,b,b,0.17334520816802979
392,0.6059181888898214,0.8546101252237955,b,b,0.24869193633397413
393,0.7479604085286459,0.7715561389923096,b,b,0.0235957304636637
394,0.6300822695096334,0.763625979423523,b,b,0.13354370991388953
395,0.5842524369557699,0.7379921674728394,b,b,0.15373973051706946
396,0.7725092172622681,0.6939967473347982,a,a,0.07851246992746985
397,0.6440558433532715,0.8749890327453613,b,b,0.23093318939208984
398,0.6798994541168213,0.7813609838485718,b,b,0.10146152973175049
399,0.778719981511434,0.46586863199869794,a,a,0.312851349512736
400,0.6054551204045614,0.6747786601384481,b,a,0.06932353973388672
401,0.5703039367993673,0.9011526902516683,b,b,0.330848753452301
402,0.5191645622253418,0.7237010796864828,b,b,0.204536517461141
403,0.7743321657180786,0.6716880003611246,a,a,0.10264416535695398
404,0.523021399974823,0.7186221281687418,b,b,0.19560072819391883
405,0.6164770921071371,0.5383047858874003,a,a,0.07817230621973681
406,0.8341069420178732,0.24841780960559845,a,a,0.5856891324122747
407,0.6855640411376953,0.5429685910542806,a,a,0.14259545008341468
408,0.6630813280741373,0.6375138759613037,a,b,0.025567452112833622
409,0.5971664985020956,0.7264452377955118,b,b,0.12927873929341627
410,0.6275680462519327,0.5978489716847738,a,a,0.029719074567158943
411,0.7080833117167155,0.6256700952847799,a,a,0.08241321643193555
412,0.5588844617207845,0.6754026412963867,b,b,0.11651817957560218
413,0.6844088633855184,0.8087631066640218,b,b,0.12435424327850342
414,0.8779081503550211,0.6517061392466227,a,a,0.22620201110839844
415,0.8233964443206787,0.6009275913238525,a,a,0.22246885299682617
416,0.7697140773137411,0.6525884469350179,a,a,0.11712563037872314
417,0.6938032309214274,0.7425421078999838,b,b,0.04873887697855639
418,0.7148284912109375,0.6583383679389954,a,a,0.05649012327194214
419,0.6056471665700277,0.7880585988362631,b,b,0.18241143226623535
420,0.5029062827428182,0.7264244556427002,b,b,0.22351817289988196
421,0.6312480370203654,0.8380172252655029,b,b,0.20676918824513757
422,0.605201005935669,0.7769041458765665,b,b,0.1717031399408976
